Genome project	Gene stable ID
caenorhabditis_brenneri	WBGene00139063
caenorhabditis_brenneri	WBGene00139064
caenorhabditis_brenneri	WBGene00139065
caenorhabditis_brenneri	WBGene00139066
caenorhabditis_brenneri	WBGene00139067
caenorhabditis_brenneri	WBGene00139068
caenorhabditis_brenneri	WBGene00139069
caenorhabditis_brenneri	WBGene00139070
caenorhabditis_brenneri	WBGene00139071
caenorhabditis_brenneri	WBGene00139072
caenorhabditis_brenneri	WBGene00139073
caenorhabditis_brenneri	WBGene00139074
caenorhabditis_brenneri	WBGene00139075
caenorhabditis_brenneri	WBGene00139076
caenorhabditis_brenneri	WBGene00139077
caenorhabditis_brenneri	WBGene00139078
caenorhabditis_brenneri	WBGene00139079
caenorhabditis_brenneri	WBGene00139080
caenorhabditis_brenneri	WBGene00139081
caenorhabditis_brenneri	WBGene00139082
caenorhabditis_brenneri	WBGene00139083
caenorhabditis_brenneri	WBGene00139084
caenorhabditis_brenneri	WBGene00139085
caenorhabditis_brenneri	WBGene00139086
caenorhabditis_brenneri	WBGene00139087
caenorhabditis_brenneri	WBGene00139088
caenorhabditis_brenneri	WBGene00139089
caenorhabditis_brenneri	WBGene00139090
caenorhabditis_brenneri	WBGene00139091
caenorhabditis_brenneri	WBGene00139092
caenorhabditis_brenneri	WBGene00139093
caenorhabditis_brenneri	WBGene00139094
caenorhabditis_brenneri	WBGene00139095
caenorhabditis_brenneri	WBGene00139096
caenorhabditis_brenneri	WBGene00139097
caenorhabditis_brenneri	WBGene00139098
caenorhabditis_brenneri	WBGene00139099
caenorhabditis_brenneri	WBGene00139100
caenorhabditis_brenneri	WBGene00139101
caenorhabditis_brenneri	WBGene00139102
caenorhabditis_brenneri	WBGene00139103
caenorhabditis_brenneri	WBGene00139104
caenorhabditis_brenneri	WBGene00139105
caenorhabditis_brenneri	WBGene00139106
caenorhabditis_brenneri	WBGene00139107
caenorhabditis_brenneri	WBGene00139108
caenorhabditis_brenneri	WBGene00139109
caenorhabditis_brenneri	WBGene00139110
caenorhabditis_brenneri	WBGene00139111
caenorhabditis_brenneri	WBGene00139112
